year,state,month,number,date
2008,Ceara,December,1.655,2008-12-01
2008,Distrito Federal,January,0,2008-01-01
2008,Distrito Federal,February,0,2008-02-01
2008,Distrito Federal,March,2,2008-03-01
2008,Distrito Federal,April,1,2008-04-01
2008,Distrito Federal,May,6,2008-05-01
2008,Distrito Federal,June,0,2008-06-01
2008,Distrito Federal,July,12,2008-07-01
2008,Distrito Federal,August,30,2008-08-01
2008,Distrito Federal,September,54,2008-09-01
2008,Distrito Federal,October,6,2008-10-01
2008,Distrito Federal,November,4,2008-11-01
2008,Distrito Federal,December,0,2008-12-01
2008,Espirito Santo,January,12,2008-01-01
2008,Espirito Santo,February,20,2008-02-01
2008,Espirito Santo,March,5,2008-03-01
2008,Espirito Santo,April,8,2008-04-01
2008,Espirito Santo,May,2,2008-05-01
2008,Espirito Santo,June,4,2008-06-01
2008,Espirito Santo,July,5,2008-07-01
2008,Espirito Santo,August,13,2008-08-01
2008,Espirito Santo,September,78,2008-09-01
2008,Espirito Santo,October,100,2008-10-01
2008,Espirito Santo,November,3,2008-11-01
2008,Espirito Santo,December,1,2008-12-01
2008,Goias,January,23,2008-01-01
2008,Goias,February,25,2008-02-01
2008,Goias,March,20,2008-03-01
2008,Goias,April,36,2008-04-01
2008,Goias,May,41,2008-05-01
2008,Goias,June,55,2008-06-01
2008,Goias,July,193,2008-07-01
2008,Goias,August,568,2008-08-01
2008,Goias,September,1.255,2008-09-01
2008,Goias,October,1.231,2008-10-01
2008,Goias,November,90,2008-11-01
2008,Goias,December,6,2008-12-01
2008,Maranhao,January,121,2008-01-01
2008,Maranhao,February,45,2008-02-01
2008,Maranhao,March,4,2008-03-01
2008,Maranhao,April,26,2008-04-01
2008,Maranhao,May,26,2008-05-01
2008,Maranhao,June,235,2008-06-01
2008,Maranhao,July,502,2008-07-01
2008,Maranhao,August,713,2008-08-01
2008,Maranhao,September,2.761,2008-09-01
2008,Maranhao,October,3.498,2008-10-01
2008,Maranhao,November,2.331,2008-11-01
2008,Maranhao,December,1.101,2008-12-01
2008,Mato Grosso,January,245,2008-01-01
2008,Mato Grosso,February,180,2008-02-01
2008,Mato Grosso,March,180,2008-03-01
2008,Mato Grosso,April,274,2008-04-01
2008,Mato Grosso,May,119,2008-05-01
2008,Mato Grosso,June,403,2008-06-01
2008,Mato Grosso,July,1.117,2008-07-01
2008,Mato Grosso,August,2.875,2008-08-01
2008,Mato Grosso,September,7.965,2008-09-01
2008,Mato Grosso,October,6.326,2008-10-01
2008,Mato Grosso,November,190,2008-11-01
2008,Mato Grosso,December,159,2008-12-01
2008,Mato Grosso,January,63,2008-01-01
2008,Mato Grosso,February,78,2008-02-01
2008,Mato Grosso,March,97,2008-03-01
2008,Mato Grosso,April,72,2008-04-01
2008,Mato Grosso,May,34,2008-05-01
2008,Mato Grosso,June,24,2008-06-01
2008,Mato Grosso,July,116,2008-07-01
2008,Mato Grosso,August,456,2008-08-01
2008,Mato Grosso,September,1.62,2008-09-01
2008,Mato Grosso,October,432,2008-10-01
2008,Mato Grosso,November,50,2008-11-01
2008,Mato Grosso,December,208,2008-12-01
2008,Minas Gerais,January,85,2008-01-01
2008,Minas Gerais,February,59,2008-02-01
2008,Minas Gerais,March,61,2008-03-01
2008,Minas Gerais,April,113,2008-04-01
2008,Minas Gerais,May,50,2008-05-01
2008,Minas Gerais,June,48,2008-06-01
2008,Minas Gerais,July,194,2008-07-01
2008,Minas Gerais,August,605,2008-08-01
2008,Minas Gerais,September,2.552,2008-09-01
2008,Minas Gerais,October,3.787,2008-10-01
2008,Minas Gerais,November,892,2008-11-01
2008,Minas Gerais,December,25,2008-12-01
2008,Pará,January,131,2008-01-01
2008,Pará,February,54,2008-02-01
2008,Pará,March,4,2008-03-01
2008,Pará,April,7,2008-04-01
2008,Pará,May,0,2008-05-01
2008,Pará,June,48,2008-06-01
2008,Pará,July,971,2008-07-01
2008,Pará,August,4.435,2008-08-01
2008,Pará,September,6.294,2008-09-01
2008,Pará,October,6.653,2008-10-01
2008,Pará,November,2.403,2008-11-01
2008,Pará,December,684,2008-12-01
2008,Paraiba,January,77,2008-01-01
2008,Paraiba,February,20,2008-02-01
2008,Paraiba,March,8,2008-03-01
2008,Paraiba,April,0,2008-04-01
2008,Paraiba,May,0,2008-05-01
2008,Paraiba,June,0,2008-06-01
2008,Paraiba,July,0,2008-07-01
2008,Paraiba,August,1,2008-08-01
2008,Paraiba,September,21,2008-09-01
2008,Paraiba,October,80,2008-10-01
2008,Paraiba,November,175,2008-11-01
2008,Paraiba,December,187,2008-12-01
2008,Paraiba,January,35,2008-01-01
2008,Paraiba,February,38,2008-02-01
2008,Paraiba,March,43,2008-03-01
2008,Paraiba,April,62,2008-04-01
2008,Paraiba,May,41,2008-05-01
2008,Paraiba,June,17,2008-06-01
2008,Paraiba,July,87,2008-07-01
2008,Paraiba,August,205,2008-08-01
2008,Paraiba,September,413,2008-09-01
2008,Paraiba,October,78,2008-10-01
2008,Paraiba,November,39,2008-11-01
2008,Paraiba,December,62,2008-12-01
2008,Pernambuco,January,170,2008-01-01
2008,Pernambuco,February,48,2008-02-01
2008,Pernambuco,March,32,2008-03-01
2008,Pernambuco,April,5,2008-04-01
2008,Pernambuco,May,0,2008-05-01
2008,Pernambuco,June,0,2008-06-01
2008,Pernambuco,July,0,2008-07-01
2008,Pernambuco,August,2,2008-08-01
2008,Pernambuco,September,92,2008-09-01
2008,Pernambuco,October,274,2008-10-01
2008,Pernambuco,November,363,2008-11-01
2008,Pernambuco,December,203,2008-12-01
2008,Piau,January,61,2008-01-01
2008,Piau,February,21,2008-02-01
2008,Piau,March,4,2008-03-01
2008,Piau,April,7,2008-04-01
2008,Piau,May,12,2008-05-01
2008,Piau,June,33,2008-06-01
2008,Piau,July,97,2008-07-01
2008,Piau,August,290,2008-08-01
2008,Piau,September,1.472,2008-09-01
2008,Piau,October,1.83,2008-10-01
2008,Piau,November,594,2008-11-01
2008,Piau,December,329,2008-12-01
2008,Rio,January,1,2008-01-01
2008,Rio,February,2,2008-02-01
2008,Rio,March,2,2008-03-01
2008,Rio,April,2,2008-04-01
2008,Rio,May,0,2008-05-01
2008,Rio,June,4,2008-06-01
2008,Rio,July,14,2008-07-01
2008,Rio,August,19,2008-08-01
2008,Rio,September,132,2008-09-01
2008,Rio,October,42,2008-10-01
2008,Rio,November,0,2008-11-01
2008,Rio,December,6,2008-12-01
2008,Rio,January,70,2008-01-01
2008,Rio,February,25,2008-02-01
2008,Rio,March,3,2008-03-01
2008,Rio,April,0,2008-04-01
2008,Rio,May,0,2008-05-01
2008,Rio,June,0,2008-06-01
2008,Rio,July,0,2008-07-01
2008,Rio,August,2,2008-08-01
2008,Rio,September,17,2008-09-01
2008,Rio,October,53,2008-10-01
2008,Rio,November,82,2008-11-01
2008,Rio,December,126,2008-12-01
2008,Rio,January,42,2008-01-01
2008,Rio,February,30,2008-02-01
2008,Rio,March,38,2008-03-01
2008,Rio,April,110,2008-04-01
2008,Rio,May,20,2008-05-01
2008,Rio,June,16,2008-06-01
2008,Rio,July,25,2008-07-01
2008,Rio,August,56,2008-08-01
2008,Rio,September,97,2008-09-01
2008,Rio,October,135,2008-10-01
2008,Rio,November,14,2008-11-01
2008,Rio,December,32,2008-12-01
2008,Rondonia,January,4,2008-01-01
2008,Rondonia,February,7,2008-02-01
2008,Rondonia,March,2,2008-03-01
2008,Rondonia,April,8,2008-04-01
2008,Rondonia,May,1,2008-05-01
2008,Rondonia,June,11,2008-06-01
2008,Rondonia,July,138,2008-07-01
2008,Rondonia,August,1.251,2008-08-01
2008,Rondonia,September,3.726,2008-09-01
2008,Rondonia,October,1.482,2008-10-01
2008,Rondonia,November,78,2008-11-01
2008,Rondonia,December,2,2008-12-01
2008,Roraima,January,245,2008-01-01
2008,Roraima,February,138,2008-02-01
2008,Roraima,March,422,2008-03-01
2008,Roraima,April,175,2008-04-01
2008,Roraima,May,8,2008-05-01
2008,Roraima,June,0,2008-06-01
2008,Roraima,July,0,2008-07-01
2008,Roraima,August,4,2008-08-01
2008,Roraima,September,17,2008-09-01
2008,Roraima,October,78,2008-10-01
2008,Roraima,November,39,2008-11-01
2008,Roraima,December,5,2008-12-01
2008,Santa Catarina,January,25,2008-01-01
2008,Santa Catarina,February,29,2008-02-01
2008,Santa Catarina,March,14,2008-03-01
2008,Santa Catarina,April,31,2008-04-01
2008,Santa Catarina,May,15,2008-05-01
2008,Santa Catarina,June,2,2008-06-01
2008,Santa Catarina,July,46,2008-07-01
2008,Santa Catarina,August,51,2008-08-01
2008,Santa Catarina,September,233,2008-09-01
2008,Santa Catarina,October,56,2008-10-01
2008,Santa Catarina,November,16,2008-11-01
2008,Santa Catarina,December,29,2008-12-01
2008,Sao Paulo,January,34,2008-01-01
2008,Sao Paulo,February,30,2008-02-01
2008,Sao Paulo,March,72,2008-03-01
2008,Sao Paulo,April,84,2008-04-01
2008,Sao Paulo,May,40,2008-05-01
2008,Sao Paulo,June,25,2008-06-01
2008,Sao Paulo,July,126,2008-07-01
2008,Sao Paulo,August,153,2008-08-01
2008,Sao Paulo,September,486,2008-09-01
2008,Sao Paulo,October,87,2008-10-01
2008,Sao Paulo,November,20,2008-11-01
2008,Sao Paulo,December,36,2008-12-01
2008,Sergipe,January,100,2008-01-01
2008,Sergipe,February,67,2008-02-01
2008,Sergipe,March,43,2008-03-01
2008,Sergipe,April,2,2008-04-01
2008,Sergipe,May,0,2008-05-01
2008,Sergipe,June,0,2008-06-01
2008,Sergipe,July,0,2008-07-01
2008,Sergipe,August,0,2008-08-01
2008,Sergipe,September,0,2008-09-01
2008,Sergipe,October,0,2008-10-01
2008,Sergipe,November,17,2008-11-01
2008,Sergipe,December,14,2008-12-01
2008,Tocantins,January,28,2008-01-01
2008,Tocantins,February,6,2008-02-01
2008,Tocantins,March,4,2008-03-01
2008,Tocantins,April,46,2008-04-01
2008,Tocantins,May,81,2008-05-01
2008,Tocantins,June,282,2008-06-01
2008,Tocantins,July,441,2008-07-01
2008,Tocantins,August,845,2008-08-01
2008,Tocantins,September,2.39,2008-09-01
2008,Tocantins,October,2.832,2008-10-01
2008,Tocantins,November,104,2008-11-01
2008,Tocantins,December,7,2008-12-01
2009,Acre,January,0,2009-01-01
2009,Acre,February,2,2009-02-01
2009,Acre,March,1,2009-03-01
2009,Acre,April,0,2009-04-01
2009,Acre,May,3,2009-05-01
2009,Acre,June,0,2009-06-01
2009,Acre,July,31,2009-07-01
2009,Acre,August,194,2009-08-01
2009,Acre,September,1.265,2009-09-01
2009,Acre,October,565,2009-10-01
2009,Acre,November,33,2009-11-01
2009,Acre,December,1,2009-12-01
2009,Alagoas,January,104,2009-01-01
2009,Alagoas,February,32,2009-02-01
2009,Alagoas,March,31,2009-03-01
2009,Alagoas,April,5,2009-04-01
2009,Alagoas,May,0,2009-05-01
2009,Alagoas,June,0,2009-06-01
2009,Alagoas,July,0,2009-07-01
2009,Alagoas,August,0,2009-08-01
2009,Alagoas,September,13,2009-09-01
2009,Alagoas,October,30,2009-10-01
2009,Alagoas,November,55,2009-11-01
2009,Alagoas,December,55,2009-12-01
2009,Amapa,January,4,2009-01-01
2009,Amapa,February,0,2009-02-01
2009,Amapa,March,1,2009-03-01
2009,Amapa,April,0,2009-04-01
2009,Amapa,May,2,2009-05-01
2009,Amapa,June,1,2009-06-01
2009,Amapa,July,4,2009-07-01
2009,Amapa,August,20,2009-08-01
2009,Amapa,September,188,2009-09-01
2009,Amapa,October,765,2009-10-01
2009,Amapa,November,1.019,2009-11-01
2009,Amapa,December,123,2009-12-01
2009,Amazonas,January,9,2009-01-01
2009,Amazonas,February,3,2009-02-01
2009,Amazonas,March,11,2009-03-01
2009,Amazonas,April,1,2009-04-01
2009,Amazonas,May,3,2009-05-01
2009,Amazonas,June,13,2009-06-01
2009,Amazonas,July,199,2009-07-01
2009,Amazonas,August,1.321,2009-08-01
2009,Amazonas,September,3.091,2009-09-01
2009,Amazonas,October,2.189,2009-10-01
2009,Amazonas,November,973,2009-11-01
2009,Amazonas,December,102,2009-12-01
2009,Bahia,January,177,2009-01-01
2009,Bahia,February,117,2009-02-01
2009,Bahia,March,249,2009-03-01
2009,Bahia,April,40,2009-04-01
2009,Bahia,May,34,2009-05-01
2009,Bahia,June,92,2009-06-01
2009,Bahia,July,321,2009-07-01
2009,Bahia,August,439,2009-08-01
2009,Bahia,September,3.61,2009-09-01
2009,Bahia,October,2.552,2009-10-01
2009,Bahia,November,402,2009-11-01
2009,Bahia,December,308,2009-12-01
2009,Ceara,January,347,2009-01-01
2009,Ceara,February,8,2009-02-01
2009,Ceara,March,3,2009-03-01
2009,Ceara,April,0,2009-04-01
2009,Ceara,May,0,2009-05-01
2009,Ceara,June,0,2009-06-01
2009,Ceara,July,7,2009-07-01
2009,Ceara,August,26,2009-08-01
2009,Ceara,September,101,2009-09-01
2009,Ceara,October,435,2009-10-01
2009,Ceara,November,1.653,2009-11-01
2009,Ceara,December,1.987,2009-12-01
2009,Distrito Federal,January,1,2009-01-01
2009,Distrito Federal,February,0,2009-02-01
2009,Distrito Federal,March,0,2009-03-01
2009,Distrito Federal,April,0,2009-04-01
2009,Distrito Federal,May,9,2009-05-01
2009,Distrito Federal,June,4,2009-06-01
2009,Distrito Federal,July,33,2009-07-01
2009,Distrito Federal,August,37,2009-08-01
2009,Distrito Federal,September,5,2009-09-01
2009,Distrito Federal,October,3,2009-10-01
2009,Distrito Federal,November,0,2009-11-01
2009,Distrito Federal,December,0,2009-12-01
2009,Espirito Santo,January,4,2009-01-01
2009,Espirito Santo,February,12,2009-02-01
2009,Espirito Santo,March,11,2009-03-01
2009,Espirito Santo,April,8,2009-04-01
2009,Espirito Santo,May,7,2009-05-01
2009,Espirito Santo,June,12,2009-06-01
2009,Espirito Santo,July,25,2009-07-01
2009,Espirito Santo,August,17,2009-08-01
2009,Espirito Santo,September,57,2009-09-01
2009,Espirito Santo,October,13,2009-10-01
2009,Espirito Santo,November,18,2009-11-01
2009,Espirito Santo,December,32,2009-12-01
2009,Goias,January,30,2009-01-01
2009,Goias,February,29,2009-02-01
2009,Goias,March,32,2009-03-01
2009,Goias,April,11,2009-04-01
2009,Goias,May,104,2009-05-01
2009,Goias,June,179,2009-06-01
2009,Goias,July,470,2009-07-01
2009,Goias,August,647,2009-08-01
2009,Goias,September,685,2009-09-01
2009,Goias,October,367,2009-10-01
2009,Goias,November,89,2009-11-01
2009,Goias,December,39,2009-12-01
2009,Maranhao,January,240,2009-01-01
2009,Maranhao,February,20,2009-02-01
2009,Maranhao,March,33,2009-03-01
2009,Maranhao,April,14,2009-04-01
2009,Maranhao,May,19,2009-05-01
2009,Maranhao,June,279,2009-06-01
2009,Maranhao,July,972,2009-07-01
2009,Maranhao,August,1.766,2009-08-01
2009,Maranhao,September,2.404,2009-09-01
2009,Maranhao,October,1.861,2009-10-01
2009,Maranhao,November,5,2009-11-01
2009,Maranhao,December,1.768,2009-12-01
2009,Mato Grosso,January,527,2009-01-01
2009,Mato Grosso,February,248,2009-02-01
2009,Mato Grosso,March,325,2009-03-01
2009,Mato Grosso,April,169,2009-04-01
2009,Mato Grosso,May,516,2009-05-01
2009,Mato Grosso,June,979,2009-06-01
2009,Mato Grosso,July,1.613,2009-07-01
2009,Mato Grosso,August,2.25,2009-08-01
2009,Mato Grosso,September,3.129,2009-09-01
2009,Mato Grosso,October,2.579,2009-10-01
2009,Mato Grosso,November,588,2009-11-01
2009,Mato Grosso,December,171,2009-12-01
2009,Mato Grosso,January,229,2009-01-01
2009,Mato Grosso,February,164,2009-02-01
2009,Mato Grosso,March,118,2009-03-01
2009,Mato Grosso,April,291,2009-04-01
2009,Mato Grosso,May,927,2009-05-01
2009,Mato Grosso,June,376,2009-06-01
2009,Mato Grosso,July,354,2009-07-01
2009,Mato Grosso,August,816,2009-08-01
2009,Mato Grosso,September,1.146,2009-09-01
2009,Mato Grosso,October,854,2009-10-01
2009,Mato Grosso,November,439,2009-11-01
2009,Mato Grosso,December,87,2009-12-01
2009,Minas Gerais,January,74,2009-01-01
2009,Minas Gerais,February,74,2009-02-01
2009,Minas Gerais,March,106,2009-03-01
2009,Minas Gerais,April,26,2009-04-01
2009,Minas Gerais,May,128,2009-05-01
2009,Minas Gerais,June,173,2009-06-01
2009,Minas Gerais,July,477,2009-07-01
2009,Minas Gerais,August,685,2009-08-01
2009,Minas Gerais,September,1.31,2009-09-01
2009,Minas Gerais,October,1.013,2009-10-01
2009,Minas Gerais,November,246,2009-11-01
2009,Minas Gerais,December,108,2009-12-01
2009,Pará,January,241,2009-01-01
2009,Pará,February,15,2009-02-01
2009,Pará,March,4,2009-03-01
2009,Pará,April,8,2009-04-01
2009,Pará,May,7,2009-05-01
2009,Pará,June,38,2009-06-01
2009,Pará,July,397,2009-07-01
2009,Pará,August,3.859,2009-08-01
2009,Pará,September,6.051,2009-09-01
2009,Pará,October,6.342,2009-10-01
2009,Pará,November,10.012,2009-11-01
2009,Pará,December,2.832,2009-12-01
2009,Paraiba,January,115,2009-01-01
2009,Paraiba,February,9,2009-02-01
2009,Paraiba,March,2,2009-03-01
2009,Paraiba,April,1,2009-04-01
2009,Paraiba,May,0,2009-05-01
2009,Paraiba,June,0,2009-06-01
2009,Paraiba,July,3,2009-07-01
2009,Paraiba,August,4,2009-08-01
2009,Paraiba,September,28,2009-09-01
2009,Paraiba,October,117,2009-10-01
2009,Paraiba,November,428,2009-11-01
2009,Paraiba,December,270,2009-12-01
2009,Paraiba,January,35,2009-01-01
2009,Paraiba,February,21,2009-02-01
2009,Paraiba,March,57,2009-03-01
2009,Paraiba,April,80,2009-04-01
2009,Paraiba,May,117,2009-05-01
2009,Paraiba,June,105,2009-06-01
2009,Paraiba,July,34,2009-07-01
2009,Paraiba,August,844,2009-08-01
2009,Paraiba,September,149,2009-09-01
2009,Paraiba,October,424,2009-10-01
2009,Paraiba,November,90,2009-11-01
2009,Paraiba,December,30,2009-12-01
2009,Pernambuco,January,256,2009-01-01
2009,Pernambuco,February,28,2009-02-01
2009,Pernambuco,March,15,2009-03-01
2009,Pernambuco,April,3,2009-04-01
2009,Pernambuco,May,0,2009-05-01
2009,Pernambuco,June,1,2009-06-01
2009,Pernambuco,July,1,2009-07-01
2009,Pernambuco,August,10,2009-08-01
2009,Pernambuco,September,164,2009-09-01
2009,Pernambuco,October,254,2009-10-01
2009,Pernambuco,November,486,2009-11-01
2009,Pernambuco,December,351,2009-12-01
2009,Piau,January,79,2009-01-01
2009,Piau,February,19,2009-02-01
2009,Piau,March,17,2009-03-01
2009,Piau,April,8,2009-04-01
2009,Piau,May,12,2009-05-01
2009,Piau,June,56,2009-06-01
2009,Piau,July,302,2009-07-01
2009,Piau,August,790,2009-08-01
2009,Piau,September,1.709,2009-09-01
2009,Piau,October,913,2009-10-01
2009,Piau,November,1.336,2009-11-01
2009,Piau,December,570,2009-12-01
2009,Rio,January,3,2009-01-01
2009,Rio,February,5,2009-02-01
2009,Rio,March,5,2009-03-01
2009,Rio,April,1,2009-04-01
2009,Rio,May,37,2009-05-01
2009,Rio,June,33,2009-06-01
2009,Rio,July,56,2009-07-01
2009,Rio,August,91,2009-08-01
2009,Rio,September,90,2009-09-01
2009,Rio,October,18,2009-10-01
2009,Rio,November,27,2009-11-01
2009,Rio,December,1,2009-12-01
2009,Rio,January,110,2009-01-01
2009,Rio,February,8,2009-02-01
2009,Rio,March,2,2009-03-01
2009,Rio,April,1,2009-04-01
2009,Rio,May,0,2009-05-01
2009,Rio,June,0,2009-06-01
2009,Rio,July,0,2009-07-01
2009,Rio,August,1,2009-08-01
2009,Rio,September,29,2009-09-01
2009,Rio,October,84,2009-10-01
2009,Rio,November,172,2009-11-01
2009,Rio,December,221,2009-12-01
2009,Rio,January,65,2009-01-01
2009,Rio,February,15,2009-02-01
2009,Rio,March,41,2009-03-01
2009,Rio,April,145,2009-04-01
2009,Rio,May,177,2009-05-01
2009,Rio,June,30,2009-06-01
2009,Rio,July,47,2009-07-01
2009,Rio,August,1.057,2009-08-01
2009,Rio,September,39,2009-09-01
2009,Rio,October,148,2009-10-01
2009,Rio,November,4,2009-11-01
2009,Rio,December,15,2009-12-01
2009,Rondonia,January,17,2009-01-01
2009,Rondonia,February,1,2009-02-01
2009,Rondonia,March,12,2009-03-01
2009,Rondonia,April,3,2009-04-01
2009,Rondonia,May,6,2009-05-01
2009,Rondonia,June,13,2009-06-01
2009,Rondonia,July,110,2009-07-01
2009,Rondonia,August,484,2009-08-01
2009,Rondonia,September,1.869,2009-09-01
2009,Rondonia,October,1.444,2009-10-01
2009,Rondonia,November,128,2009-11-01
2009,Rondonia,December,9,2009-12-01
2009,Roraima,January,45,2009-01-01
2009,Roraima,February,153,2009-02-01
2009,Roraima,March,176,2009-03-01
2009,Roraima,April,115,2009-04-01
2009,Roraima,May,219,2009-05-01
2009,Roraima,June,16,2009-06-01
2009,Roraima,July,18,2009-07-01
2009,Roraima,August,29,2009-08-01
2009,Roraima,September,117,2009-09-01
2009,Roraima,October,197,2009-10-01
2009,Roraima,November,312,2009-11-01
2009,Roraima,December,290,2009-12-01
2009,Santa Catarina,January,21,2009-01-01
2009,Santa Catarina,February,7,2009-02-01
2009,Santa Catarina,March,33,2009-03-01
2009,Santa Catarina,April,57,2009-04-01
2009,Santa Catarina,May,33,2009-05-01
2009,Santa Catarina,June,14,2009-06-01
2009,Santa Catarina,July,26,2009-07-01
2009,Santa Catarina,August,759,2009-08-01
2009,Santa Catarina,September,47,2009-09-01
2009,Santa Catarina,October,252,2009-10-01
2009,Santa Catarina,November,61,2009-11-01
2009,Santa Catarina,December,20,2009-12-01
2009,Sao Paulo,January,12,2009-01-01
2009,Sao Paulo,February,65,2009-02-01
2009,Sao Paulo,March,55,2009-03-01
2009,Sao Paulo,April,67,2009-04-01
2009,Sao Paulo,May,142,2009-05-01
2009,Sao Paulo,June,125,2009-06-01
2009,Sao Paulo,July,110,2009-07-01
2009,Sao Paulo,August,289,2009-08-01
2009,Sao Paulo,September,116,2009-09-01
2009,Sao Paulo,October,64,2009-10-01
2009,Sao Paulo,November,83,2009-11-01
2009,Sao Paulo,December,37,2009-12-01
2009,Sergipe,January,60,2009-01-01
2009,Sergipe,February,64,2009-02-01
2009,Sergipe,March,29,2009-03-01
2009,Sergipe,April,19,2009-04-01
2009,Sergipe,May,0,2009-05-01
2009,Sergipe,June,2,2009-06-01
2009,Sergipe,July,0,2009-07-01
2009,Sergipe,August,0,2009-08-01
2009,Sergipe,September,1,2009-09-01
2009,Sergipe,October,1,2009-10-01
2009,Sergipe,November,9,2009-11-01
2009,Sergipe,December,21,2009-12-01
2009,Tocantins,January,43,2009-01-01
2009,Tocantins,February,21,2009-02-01
2009,Tocantins,March,23,2009-03-01
2009,Tocantins,April,5,2009-04-01
2009,Tocantins,May,91,2009-05-01
2009,Tocantins,June,421,2009-06-01
2009,Tocantins,July,989,2009-07-01
2009,Tocantins,August,1.124,2009-08-01
2009,Tocantins,September,2.017,2009-09-01
2009,Tocantins,October,718,2009-10-01
2009,Tocantins,November,251,2009-11-01
2009,Tocantins,December,46,2009-12-01
2010,Acre,January,1,2010-01-01
2010,Acre,February,0,2010-02-01
2010,Acre,March,0,2010-03-01
2010,Acre,April,3,2010-04-01
2010,Acre,May,9,2010-05-01
2010,Acre,June,1,2010-06-01
2010,Acre,July,126,2010-07-01
2010,Acre,August,1.682,2010-08-01
2010,Acre,September,2.531,2010-09-01
2010,Acre,October,292,2010-10-01
2010,Acre,November,39,2010-11-01
2010,Acre,December,0,2010-12-01
2010,Alagoas,January,23,2010-01-01
2010,Alagoas,February,26,2010-02-01
2010,Alagoas,March,70,2010-03-01
2010,Alagoas,April,3,2010-04-01
2010,Alagoas,May,0,2010-05-01
2010,Alagoas,June,0,2010-06-01
2010,Alagoas,July,2,2010-07-01
2010,Alagoas,August,1,2010-08-01
2010,Alagoas,September,5,2010-09-01
2010,Alagoas,October,16,2010-10-01
2010,Alagoas,November,31,2010-11-01
2010,Alagoas,December,45,2010-12-01
2010,Amapa,January,2,2010-01-01
2010,Amapa,February,0,2010-02-01
2010,Amapa,March,2,2010-03-01
2010,Amapa,April,2,2010-04-01
2010,Amapa,May,2,2010-05-01
2010,Amapa,June,0,2010-06-01
2010,Amapa,July,2,2010-07-01
2010,Amapa,August,1,2010-08-01
2010,Amapa,September,63,2010-09-01
2010,Amapa,October,265,2010-10-01
2010,Amapa,November,339,2010-11-01
2010,Amapa,December,43,2010-12-01
2010,Amazonas,January,82,2010-01-01
2010,Amazonas,February,81,2010-02-01
2010,Amazonas,March,116,2010-03-01
2010,Amazonas,April,11,2010-04-01
2010,Amazonas,May,13,2010-05-01
2010,Amazonas,June,9,2010-06-01
2010,Amazonas,July,640,2010-07-01
2010,Amazonas,August,3.727,2010-08-01
2010,Amazonas,September,2.781,2010-09-01
2010,Amazonas,October,889,2010-10-01
2010,Amazonas,November,354,2010-11-01
2010,Amazonas,December,123,2010-12-01
2010,Bahia,January,297,2010-01-01
2010,Bahia,February,206,2010-02-01
2010,Bahia,March,156,2010-03-01
2010,Bahia,April,103,2010-04-01
2010,Bahia,May,198,2010-05-01
2010,Bahia,June,192,2010-06-01
2010,Bahia,July,519,2010-07-01
2010,Bahia,August,2.423,2010-08-01
2010,Bahia,September,5.323,2010-09-01
2010,Bahia,October,5.264,2010-10-01
2010,Bahia,November,605,2010-11-01
2010,Bahia,December,226,2010-12-01
2010,Ceara,January,288,2010-01-01
2010,Ceara,February,63,2010-02-01
2010,Ceara,March,40,2010-03-01
2010,Ceara,April,7,2010-04-01
2010,Ceara,May,2,2010-05-01
2010,Ceara,June,3,2010-06-01
2010,Ceara,July,44,2010-07-01
2010,Ceara,August,202,2010-08-01
2010,Ceara,September,357,2010-09-01
2010,Ceara,October,502,2010-10-01
2010,Ceara,November,1.652,2010-11-01
2010,Ceara,December,578,2010-12-01
2010,Distrito Federal,January,2,2010-01-01
2010,Distrito Federal,February,4,2010-02-01
2010,Distrito Federal,March,0,2010-03-01
2010,Distrito Federal,April,8,2010-04-01
2010,Distrito Federal,May,23,2010-05-01
2010,Distrito Federal,June,21,2010-06-01
2010,Distrito Federal,July,85,2010-07-01
2010,Distrito Federal,August,159,2010-08-01
2010,Distrito Federal,September,196,2010-09-01
2010,Distrito Federal,October,6,2010-10-01
2010,Distrito Federal,November,0,2010-11-01
2010,Distrito Federal,December,1,2010-12-01
2010,Espirito Santo,January,52,2010-01-01
2010,Espirito Santo,February,15,2010-02-01
2010,Espirito Santo,March,3,2010-03-01
2010,Espirito Santo,April,7,2010-04-01
2010,Espirito Santo,May,3,2010-05-01
2010,Espirito Santo,June,3,2010-06-01
2010,Espirito Santo,July,5,2010-07-01
2010,Espirito Santo,August,39,2010-08-01
2010,Espirito Santo,September,53,2010-09-01
2010,Espirito Santo,October,32,2010-10-01
2010,Espirito Santo,November,3,2010-11-01
2010,Espirito Santo,December,10,2010-12-01
2010,Goias,January,59,2010-01-01
2010,Goias,February,86,2010-02-01
2010,Goias,March,65,2010-03-01
2010,Goias,April,105,2010-04-01
2010,Goias,May,239,2010-05-01
2010,Goias,June,278,2010-06-01
2010,Goias,July,941,2010-07-01
2010,Goias,August,2.914,2010-08-01
2010,Goias,September,5.075,2010-09-01
2010,Goias,October,1.227,2010-10-01
2010,Goias,November,67,2010-11-01
2010,Goias,December,48,2010-12-01
2010,Maranhao,January,319,2010-01-01
2010,Maranhao,February,93,2010-02-01
2010,Maranhao,March,82,2010-03-01
2010,Maranhao,April,128,2010-04-01
2010,Maranhao,May,273,2010-05-01
2010,Maranhao,June,494,2010-06-01
2010,Maranhao,July,2.323,2010-07-01
2010,Maranhao,August,6.353,2010-08-01
2010,Maranhao,September,9.795,2010-09-01
